	Bacteroides	Bifidobacterium	Prevotella_9	Blautia	Faecalibacterium	Escherichia-Shigella	Catenibacterium	Subdoligranulum	Akkermansia	Agathobacter	UCG-002	Ruminococcus	Streptococcus	Dorea	Alistipes	Romboutsia	Dialister	Roseburia	Clostridium sensu stricto 1	[Eubacterium] hallii group	Holdemanella	Lactobacillus	Prevotella	Anaerostipes	[Ruminococcus] torques group	Parabacteroides	Ligilactobacillus	Agrilactobacillus	Christensenellaceae R-7 group	Megasphaera	Collinsella	Aquamonas	Erysipelotrichaceae UCG-003	Megamonas	Coprococcus	Weissella	Conservatibacter	Halomonas	Limosilactobacillus	[Renibacterium] salmoninarum group	Pediococcus	Rikenellaceae RC9 gut group	CAG-352	Phascolarctobacterium	Fusicatenibacter	Prevotella_7	Alloprevotella	Turicibacter	Lachnospiraceae NK4A136 group	Barnesiella	UCG-005	Lachnoclostridium	Veillonella	Intestinibacter	Butyricicoccus	Monoglobus	NK4A214 group	Sutterella	Odoribacter	[Eubacterium] ventriosum group	Paraprevotella	Incertae Sedis	UCG-003	Haemophilus	Lachnospiraceae ND3007 group	Acinetobacter	Asaccharospora	Parasutterella	Terrisporobacter	[Eubacterium] eligens group	Rummeliibacillus	HT002	[Ruminococcus] gauvreauii group	Solobacterium	CAG-56	Butyricimonas	Senegalimassilia	Lachnospira	Olsenella	Pseudomonas	Family XIII AD3011 group	Sarcina	Actinomyces	Coprobacter	Catenisphaera	Lachnospiraceae UCG-004	Lachnospiraceae UCG-010	Bilophila	Enterococcus	[Ruminococcus] gnavus group	[Eubacterium] ruminantium group	UBA1819	Lachnospiraceae FCS020 group	[Eubacterium] siraeum group	Intestinimonas	Lactococcus	Mogibacterium	Gordonibacter	Desulfovibrio	Murimonas	Colidextribacter	Lachnospiraceae UCG-001	Flavonifractor	Allisonella	Marvinbryantia	Oscillibacter	Erysipelatoclostridium	Eggerthella	Faecalitalea	Methanobrevibacter	Tyzzerella	Sellimonas
SRR5514927	0.0027628135741027144	0.0027628135741027144	-0.0013472526900134333	-0.0015812915780246746	0.0027628135741027144	0.0027628135741027144	-0.0016569296185897807	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	-0.0021150144943667885	0.0027628135741027144	-0.001960639148669388	0.0027628135741027144	-0.001072146463279609	0.0027628135741027144	0.0027628135741027144	-0.0014304609353747067	-0.0012918459758257633	0.0027628135741027144	-0.0012665236551849975	0.0027628135741027144	-0.0011497585215162415	0.0027628135741027144	-0.00160772807902517	-0.001442013092610558	0.0027628135741027144	0.0027628135741027144	-0.0018369357094759522	0.0027628135741027144	-0.0015885906323436845	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	-0.001897638517190739	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	-0.00120407892104201	-0.0009703047195002868	0.0027628135741027144	0.0027628135741027144	-0.000991061910282398	-0.0014054935023210965	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	-0.0012299920985310226	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	-0.0015734865243758644	0.0027628135741027144	-0.001410915218349796	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144	0.0027628135741027144
SRR5514928	-0.0017111426238876077	0.0027144267494865837	0.0027144267494865837	-0.0017717974100615662	-0.0011976878588115761	0.0027144267494865837	0.0027144267494865837	-0.001842819063807741	-0.0013345378248124729	0.0027144267494865837	-0.0015763771893085032	-0.0011853612329570035	-0.001608832521820135	-0.001560210114382218	-0.0012453864265544049	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0016172740942267357	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0013257439375288324	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0016185252107477448	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0019322321059158068	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0017035378289503094	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0017298157804741504	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0012354180763806473	0.0027144267494865837	-0.0013467213633681088	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	-0.0012921234321592783	-0.0011909354155891937	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837	0.0027144267494865837
SRR5514932	0.0027470155059662184	0.0027470155059662184	-0.0018743718703150259	-0.0017226893931220025	0.0027470155059662184	-0.0018641695652059516	-0.001824959048421387	0.0027470155059662184	-0.001112427865543064	-0.0013748947536115054	-0.001570927921405798	-0.001394437291287282	-0.001432441438304451	-0.001574433010114797	0.0027470155059662184	0.0027470155059662184	-0.001125306614386463	0.0027470155059662184	0.0027470155059662184	-0.001273587524991187	-0.0017310615940079367	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.0013696935255345674	-0.0018237645895695822	-0.0015755157988457398	0.0027470155059662184	0.0027470155059662184	-0.0015745777230852206	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.001430659479140932	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.0016098145319552158	-0.001050489051206266	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.0014648372808205858	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.0012944712059911017	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.0008238027347999148	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	-0.0014611609040057318	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184	0.0027470155059662184
SRR5514933	-0.0017769661268516362	-0.0012485440698036144	-0.0013083759991263	-0.0017559983813669596	-0.0015984197794574426	-0.0021989334908647054	-0.0013021966651600258	-0.0012565275783331898	-0.0008718100000846419	0.0028446379906608464	-0.0017002102703345626	-0.001343515115216727	0.0028446379906608464	-0.001326530383479655	0.0028446379906608464	-0.0011009788723881087	0.0028446379906608464	-0.0013990173610224637	0.0028446379906608464	-0.0013962317253420219	-0.0016768842376198995	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.001281239428924354	-0.0016338040504415955	0.0028446379906608464	0.0028446379906608464	-0.0015134842442097892	-0.000994158315980522	0.0028446379906608464	-0.0017589901344747354	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0015184491211880495	0.0028446379906608464	0.0028446379906608464	-0.0009354724109872437	0.0028446379906608464	-0.0012159244205160612	0.0028446379906608464	-0.001763751081002382	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0015951549305722216	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0015917470709784383	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.001259727004177707	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0012225491773570848	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0013294602603784497	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0013719507743082484	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	-0.0011952875293879171	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464	0.0028446379906608464
SRR5514934	-0.0011260491764800893	-0.0016252423713298398	-0.0021629791585523798	-0.0015088317992986015	0.0027505245405536408	-0.001541863344715246	-0.0016045181203523037	0.0027505245405536408	-0.001478074133749748	0.0027505245405536408	0.0027505245405536408	-0.0009706011111382651	-0.0009411737755089911	-0.0013489049593431316	0.0027505245405536408	-0.0012076990643132342	-0.0013811471207341409	-0.0010664406467815208	0.0027505245405536408	0.0027505245405536408	-0.0013340459103931524	0.0027505245405536408	-0.0017694117711005938	0.0027505245405536408	-0.0014711853691547364	-0.0013679628523152337	0.0027505245405536408	-0.001050817763932274	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	-0.0015422079395307677	0.0027505245405536408	0.0027505245405536408	-0.0011967808080920457	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	-0.0018203024636246588	-0.0016635628845706723	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	-0.0012946379022649825	0.0027505245405536408	-0.0012864111475865542	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	-0.0010425211633077272	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	-0.001097666352349851	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408	0.0027505245405536408
SRR5514935	0.002802420342631858	-0.0021074654571184162	-0.0017208293156161115	-0.0016536987704320598	0.002802420342631858	-0.0016760266116647526	-0.0016054481359871007	-0.0015111004885936547	-0.0014804600190583307	0.002802420342631858	0.002802420342631858	-0.001036946012682792	-0.0013370943104066707	-0.0012921086068249897	0.002802420342631858	-0.0013348559875771219	-0.00104414840053699	0.002802420342631858	-0.0010381643103224605	0.002802420342631858	0.002802420342631858	0.002802420342631858	-0.0012999441012095506	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	-0.001058928029749204	0.002802420342631858	0.002802420342631858	0.002802420342631858	-0.0015944066931564715	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	-0.0010747422124900358	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	-0.0011142452592751058	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858	0.002802420342631858
SRR5514936	0.0026675088171585776	-0.001743082362624323	-0.0018893681771835764	-0.001732752436306378	0.0026675088171585776	-0.001587564776592316	-0.0018570124849503931	-0.0015990901484255458	-0.0008531929576977806	0.0026675088171585776	-0.001255563427412429	-0.0011509552428580314	-0.0015560298560938332	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	-0.0012689810891656065	-0.0017134848618895868	0.0026675088171585776	-0.0011964139350482863	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	-0.0010457446019628575	0.0026675088171585776	0.0026675088171585776	-0.0013925550567181317	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	-0.0016981404400658456	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	-0.0011625435637572766	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	-0.0010360665489083727	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776	0.0026675088171585776
SRR5514937	-0.0014194467484315678	-0.0011664734564783704	-0.0022369183038602257	-0.0017306344425525582	0.0028823938240210884	-0.001573898460372849	-0.0015850799101191488	-0.0016478045260861186	-0.0017868027338570319	0.0028823938240210884	0.0028823938240210884	-0.0014010614751432606	-0.001759630442622729	-0.0013039612230438201	-0.0010799240444330242	-0.0015400368582292885	-0.0014424449794815995	0.0028823938240210884	-0.0013490616611419755	-0.0013640823315010729	0.0028823938240210884	0.0028823938240210884	-0.002010062206198984	0.0028823938240210884	-0.0014438916839936108	0.0028823938240210884	-0.0013137950235076956	-0.0016990196763727345	0.0028823938240210884	-0.0016849110155325996	0.0028823938240210884	-0.0012587106643255459	-0.0012982448484300541	-0.0018906620410814945	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.0011800357146338806	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.0012827833596989302	-0.0014352717985912525	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.0012067061816997597	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.0010139251259521581	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.001478189711513956	0.0028823938240210884	0.0028823938240210884	-0.0014461450007820023	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.0015850799101191488	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	-0.0012531332220107336	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884	0.0028823938240210884
SRR5514939	0.0027104799766993993	-0.0014506129884286722	-0.0017526276163730406	-0.0013769478491164624	0.0027104799766993993	-0.0013522748275808963	-0.0013276923760903757	-0.0015643295922333521	-0.0013102311714635302	0.0027104799766993993	-0.0016518898454111338	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.0013792179982326834	-0.0013781735002055889	0.0027104799766993993	-0.0017834392004586648	0.0027104799766993993	-0.0011725067569741405	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.0018539414184127014	-0.001386042724010212	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.0013240464438476803	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.002024948854995695	-0.0014236208131834431	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.0014258236835712032	-0.0010832613972567547	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.0014484290206137793	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	-0.0009695061794245447	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993	0.0027104799766993993
SRR5514940	0.0026643914684724825	-0.0017714969545311113	-0.0018761407313683852	0.0026643914684724825	0.0026643914684724825	-0.0013994138239695575	-0.00141559235908772	-0.0017077772223600578	-0.001105704022195834	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0014613852199996933	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0012479265911935445	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0009216782710120049	-0.0009982467997976796	-0.0013583092072377834	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0016393557565602876	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0012832871527794448	-0.0014816946612233085	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0016307740937748182	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	-0.0013766136847106092	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825	0.0026643914684724825
