	Bacteroides	Bifidobacterium	Prevotella_9	Faecalibacterium	Blautia	Escherichia-Shigella	Akkermansia	Subdoligranulum	Alistipes	Dialister	Ruminococcus	UCG-002	Catenibacterium	Agathobacter	Parabacteroides	Roseburia	Romboutsia	Streptococcus	Dorea	Clostridium sensu stricto 1	[Eubacterium] hallii group	CAG-352	Christensenellaceae R-7 group	Collinsella	Anaerostipes	Lachnospiraceae NK4A136 group	[Ruminococcus] torques group	Holdemanella	Erysipelotrichaceae UCG-003	Prevotella	Lactobacillus	Coprococcus	Ligilactobacillus	Phascolarctobacterium	Fusicatenibacter	Megasphaera	Barnesiella	Intestinibacter	Megamonas	Lachnoclostridium	UCG-005	Turicibacter	Monoglobus	Veillonella	Limosilactobacillus	Rikenellaceae RC9 gut group	Prevotella_7	Haemophilus	Paraprevotella	Alloprevotella	NK4A214 group	Odoribacter	Incertae Sedis	Butyricicoccus	Parasutterella	Terrisporobacter	UBA1819	Oscillibacter	Sutterella	[Eubacterium] ventriosum group	UCG-003	[Eubacterium] eligens group	Flavonifractor	[Ruminococcus] gauvreauii group	Family XIII AD3011 group	Lachnospira	Eisenbergiella	Intestinimonas	Lachnospiraceae ND3007 group	Butyricimonas	CAG-56	Senegalimassilia	[Ruminococcus] gnavus group	Desulfovibrio	Lachnospiraceae UCG-010	[Eubacterium] siraeum group	[Eubacterium] ruminantium group	Pseudomonas	Eggerthella	Bilophila	Lachnospiraceae UCG-004	Erysipelatoclostridium	Colidextribacter	Klebsiella	Paludicola	Enterobacter	Lachnospiraceae UCG-001	Negativibacillus	Tuzzerella
SRR5514927	0.0024512816057626415	0.0024512816057626415	-0.0011953378860955998	0.0024512816057626415	-0.0014029867939309463	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	-0.0009512523496900519	0.0024512816057626415	0.0024512816057626415	-0.0018765276725725023	-0.0014700959681695261	0.0024512816057626415	-0.0012794132048280385	-0.0012691636567569867	0.0024512816057626415	-0.0017395595293585014	0.0024512816057626415	-0.0011461787750368332	0.0024512816057626415	0.0024512816057626415	-0.0016298047605580299	-0.0014094628145207401	0.0024512816057626415	0.0024512816057626415	-0.0014264423427347724	-0.001123711772780956	0.0024512816057626415	-0.0010201129534326058	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	-0.0008793108060634241	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	-0.0012470115253351982	0.0024512816057626415	-0.0010912994762383465	0.0024512816057626415	0.0024512816057626415	-0.0016836627831782241	-0.0010683082415343151	0.0024512816057626415	0.0024512816057626415	-0.0008608941743990817	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	-0.001251821894336348	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415	0.0024512816057626415
SRR5514928	-0.0015212000615247303	0.0024131162888936255	0.0024131162888936255	-0.0010647404950805905	-0.0015751219632829648	0.0024131162888936255	-0.001186399656505287	-0.001638259975591263	-0.001107144362047672	0.0024131162888936255	-0.0010537821659813093	-0.0014013940415523087	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	-0.0014302467234528576	-0.001387021566091049	0.0024131162888936255	-0.001437751253049059	0.0024131162888936255	0.0024131162888936255	-0.0014388634914458854	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	-0.0011785819201634016	0.0024131162888936255	-0.001514439424296129	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	-0.001098282532130088	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	-0.0015378004351883669	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	-0.001058737595671777	0.0024131162888936255	0.0024131162888936255	-0.0011486934034946605	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255	0.0024131162888936255
SRR5514932	0.0024388373954428704	0.0024388373954428704	-0.0016640926126416612	0.0024388373954428704	-0.0015294268647387788	-0.0016550348686406944	-0.000987628454344983	0.0024388373954428704	0.0024388373954428704	-0.0009990623811712354	-0.0012380002239540718	-0.0013946909844333851	-0.0016202232432890565	-0.0012206500955758298	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.001271740817964581	-0.001397802849437163	0.0024388373954428704	-0.0011307081724045555	0.0024388373954428704	-0.0013987641638682799	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.0015368598175409854	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.0012160323751775597	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.001149248985904324	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.0009326383400533479	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.0013005022836401954	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	-0.0007313831726593993	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704	0.0024388373954428704
SRR5514933	-0.0015713497516449738	-0.001104072488697202	-0.0011569811434323477	-0.0014134633663079237	-0.0015528082267604918	-0.001944490411235938	-0.0007709310866503563	-0.0011111322091700007	0.002515479126247849	0.002515479126247849	-0.001188054240722922	-0.001503475471852655	-0.0011515168328039623	0.002515479126247849	-0.0014447532511194024	-0.001237134208452585	-0.0009735823612792267	0.002515479126247849	-0.0011730348469407282	0.002515479126247849	-0.0012346709043588877	0.002515479126247849	-0.0013383558950959096	0.002515479126247849	0.002515479126247849	-0.0010752273255665138	-0.0011329846011218455	-0.00148284854196402	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0013427462760316226	0.002515479126247849	-0.0008791222293469236	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0015596638457070853	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0008272269901283609	-0.0014105762997468742	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0012131995516976956	-0.0010569783712060907	0.002515479126247849	0.002515479126247849	-0.001407562770538065	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0011756257018071788	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0010810855182802346	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849	-0.0011362072772916907	0.002515479126247849	0.002515479126247849	0.002515479126247849	0.002515479126247849
SRR5514934	-0.0009995783912894452	-0.001442705335540956	-0.0019200468974692377	0.0024416028650213776	-0.0013393692692744695	-0.0013686909185585472	-0.0013120661119245865	0.0024416028650213776	0.0024416028650213776	-0.0012260253334521157	-0.0008615892782658502	0.0024416028650213776	-0.0014243087025292802	0.0024416028650213776	-0.00121432183942027	-0.0009466647180078967	-0.0010720578755197344	-0.0008354670365177658	-0.001197404409527938	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	-0.0013059510501886704	-0.0011842142358163958	0.0024416028650213776	-0.0015706825320133903	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	-0.00114923228814355	0.0024416028650213776	0.0024416028650213776	-0.00161585750094665	0.0024416028650213776	0.0024416028650213776	-0.001476721928935565	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	-0.001141929510983585	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776	0.0024416028650213776
SRR5514935	0.0024824096045971385	-0.0018668122024814702	-0.0015243263674520522	0.0024824096045971385	-0.0014648615157338305	-0.001484639721980329	-0.0013114050432138354	-0.001338546651739422	0.0024824096045971385	-0.0009249162157035715	-0.0009185362745814969	0.0024824096045971385	-0.0014221206618540785	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	-0.0011824276586586094	-0.0011844103855200062	-0.0011445616372997988	-0.0009196154537881148	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	-0.0011515023899845774	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	-0.0009380081466143812	0.0024824096045971385	0.0024824096045971385	-0.0014123400506750922	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	-0.0009520164945154772	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385	0.0024824096045971385
SRR5514936	0.0023759650607172687	-0.0015525732342131172	-0.0016828708294958884	0.0023759650607172687	-0.0015433723109196883	-0.001414052848315111	-0.0007599437514509416	-0.0014243185616321145	0.0023759650607172687	0.0023759650607172687	-0.0010251622884579479	-0.001118337385000295	-0.001654051432998728	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	-0.001385964517804285	0.0023759650607172687	0.0023759650607172687	-0.0011302885715594572	0.0023759650607172687	-0.000931450580674774	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	-0.0015262105743493743	0.0023759650607172687	-0.0010656526004881053	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	-0.0009228302845522975	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	-0.0010354840708610197	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687	0.0023759650607172687
SRR5514937	-0.0012532748860318186	-0.0010299166839773497	-0.001975046640834283	0.0025449576007627204	-0.0015280324437316247	-0.001389645237293334	-0.0015776252227217484	-0.0014548992640373486	-0.0009534994427972155	-0.0012735807590277663	-0.0012370419408293818	0.0025449576007627204	-0.0013995176965257417	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	-0.0013597477468702392	-0.0015536339386263618	-0.001151309025862298	-0.0011911296436346143	-0.0012043918734105606	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	-0.001274858100664158	0.0025449576007627204	-0.001146261856075549	-0.00177474814407407	0.0025449576007627204	0.0025449576007627204	-0.001159991602485367	0.0025449576007627204	0.0025449576007627204	-0.0014876617691355252	0.0025449576007627204	0.0025449576007627204	-0.001669325923412992	-0.0010654394425255664	0.0025449576007627204	-0.0012672473284339317	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	-0.0008952268889809295	-0.0011326104136746328	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	-0.001106431359777005	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	-0.0013995176965257417	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	-0.0012768476260509225	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204	0.0025449576007627204
SRR5514939	0.0024099965914656488	-0.0012897982599768207	-0.0015583315936209287	0.0024099965914656488	-0.001224299626458615	-0.0012023618522219353	-0.0011649791492296072	-0.0013909082589136333	0.0024099965914656488	-0.0012253894020601741	0.0024099965914656488	-0.001468761596152924	-0.001180504607449308	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	-0.0012263181071997546	0.0024099965914656488	0.0024099965914656488	-0.0015857274103258483	0.0024099965914656488	0.0024099965914656488	-0.0012323862449476525	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	-0.0010425228417363453	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	-0.0012878564064914568	0.0024099965914656488	-0.0008620268763849135	0.0024099965914656488	0.0024099965914656488	-0.001265798433047105	-0.0012677570935690715	0.0024099965914656488	0.0024099965914656488	-0.0009631712086042187	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488	0.0024099965914656488
SRR5514940	0.00237349157601384	-0.0015780838319994757	-0.0016713025371876947	0.00237349157601384	0.00237349157601384	-0.0012466249655322989	-0.0009849825798124968	-0.0015213210592149794	0.00237349157601384	-0.0011116772016161918	0.00237349157601384	0.00237349157601384	-0.001261037118276962	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	-0.0013018302865865927	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	-0.0008210488728580718	0.00237349157601384	-0.0012100081760317394	-0.0008892576027729602	0.00237349157601384	-0.001460369890959146	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	-0.0014527251793728338	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384	0.00237349157601384
